emp_no,first_name,last_name,gender,hire_date,dept_name,title,salary,tenure_years,tenure_segment
15123,Xuejia,Menhoudj,F,1991-12-15,Research,Engineer,61997,10.63,"Established (10-15 yrs)"
15283,Lenore,Kermarrec,F,1991-12-16,Production,Engineer,60355,10.63,"Established (10-15 yrs)"
15299,Jeong,Peac,F,1991-12-16,Development,Engineer,53961,10.63,"Established (10-15 yrs)"
16644,Saniya,Yoshimura,M,1991-12-13,Development,"Senior Engineer",65474,10.63,"Established (10-15 yrs)"
17128,Wuxu,Baba,M,1991-12-14,Development,"Senior Engineer",64048,10.63,"Established (10-15 yrs)"
11575,Godehard,Plotkin,F,1991-12-19,Development,Engineer,65712,10.62,"Established (10-15 yrs)"
17822,Elliott,Maliniak,F,1991-12-19,"Customer Service","Senior Staff",71464,10.62,"Established (10-15 yrs)"
12382,Charlene,Zschoche,M,1991-12-20,Marketing,"Senior Staff",96766,10.61,"Established (10-15 yrs)"
13166,Billie,Kushnir,M,1991-12-22,Development,Engineer,75088,10.61,"Established (10-15 yrs)"
13824,Jaroslava,Oppitz,F,1991-12-23,Development,Engineer,54652,10.61,"Established (10-15 yrs)"
14393,Jianhua,Kolinko,M,1991-12-23,Production,"Senior Engineer",61857,10.61,"Established (10-15 yrs)"
17082,Keiichiro,Kragelund,M,1991-12-20,Development,"Senior Engineer",64285,10.61,"Established (10-15 yrs)"
11855,Hilari,Janetzko,F,1991-12-24,Production,"Senior Engineer",84770,10.6,"Established (10-15 yrs)"
12843,Yinlin,Heijenga,M,1991-12-25,Development,"Senior Engineer",52281,10.6,"Established (10-15 yrs)"
13196,Navid,Velardi,M,1991-12-25,Marketing,Staff,61997,10.6,"Established (10-15 yrs)"
13510,Stamatina,Kakkad,M,1991-12-25,"Human Resources","Senior Staff",79603,10.6,"Established (10-15 yrs)"
14123,Tse,Thambidurai,F,1991-12-25,"Quality Management","Senior Engineer",54833,10.6,"Established (10-15 yrs)"
17213,Francoise,Miake,F,1991-12-25,Marketing,"Senior Staff",109954,10.6,"Established (10-15 yrs)"
10528,Koichi,Lakshmanan,F,1991-12-29,Development,"Senior Engineer",81284,10.59,"Established (10-15 yrs)"
14327,Jianwen,Leaver,M,1991-12-28,Production,"Senior Engineer",69947,10.59,"Established (10-15 yrs)"
17621,Adil,Lukaszewicz,M,1991-12-29,Development,"Senior Engineer",77671,10.59,"Established (10-15 yrs)"
10036,Adamantios,Portugali,M,1992-01-03,"Human Resources","Senior Staff",63053,10.58,"Established (10-15 yrs)"
11444,Sangeeta,Leuchs,M,1992-01-01,Production,"Senior Engineer",62217,10.58,"Established (10-15 yrs)"
11658,Hongzue,Streng,M,1992-01-03,Development,"Senior Engineer",61876,10.58,"Established (10-15 yrs)"
13035,Waiman,Isaac,M,1991-12-31,Sales,"Senior Staff",118570,10.58,"Established (10-15 yrs)"
13634,Bezalel,Biros,M,1992-01-03,"Customer Service","Senior Engineer",61725,10.58,"Established (10-15 yrs)"
14921,Gill,Khasidashvili,M,1991-12-31,Development,"Senior Engineer",71695,10.58,"Established (10-15 yrs)"
16465,Shuji,Yoshizawa,M,1992-01-03,"Quality Management",Engineer,76098,10.58,"Established (10-15 yrs)"
10336,Goa,Rothe,F,1992-01-07,Research,Staff,77738,10.57,"Established (10-15 yrs)"
10529,Ymte,Yetto,M,1992-01-05,Production,"Assistant Engineer",55816,10.57,"Established (10-15 yrs)"
11368,Gino,Bail,M,1992-01-06,Development,"Technique Leader",56875,10.57,"Established (10-15 yrs)"
13307,Utpal,Minakawa,M,1992-01-07,Production,Engineer,44702,10.57,"Established (10-15 yrs)"
14678,Angus,Constantine,F,1992-01-06,"Customer Service",Staff,44773,10.57,"Established (10-15 yrs)"
14874,Lijie,Socorro,F,1992-01-05,Development,Engineer,49304,10.57,"Established (10-15 yrs)"
16082,Etsuo,Redmiles,F,1992-01-05,Development,"Senior Engineer",70687,10.57,"Established (10-15 yrs)"
16507,Yongmao,Gecsel,M,1992-01-07,Finance,"Senior Staff",68174,10.57,"Established (10-15 yrs)"
17642,Nikolaus,Fortenbacher,F,1992-01-06,Production,"Senior Engineer",63297,10.57,"Established (10-15 yrs)"
10565,Yishay,Harnett,M,1992-01-09,Production,"Senior Engineer",52961,10.56,"Established (10-15 yrs)"
10710,Sorina,Kermarrec,M,1992-01-10,Sales,"Senior Staff",89961,10.56,"Established (10-15 yrs)"
15263,Sanjeeva,Loncour,F,1992-01-09,Sales,"Senior Staff",90395,10.56,"Established (10-15 yrs)"
11246,Maik,Reinhart,M,1992-01-14,Production,Engineer,50051,10.55,"Established (10-15 yrs)"
11733,Leszek,Sudbeck,F,1992-01-12,Development,"Senior Engineer",66778,10.55,"Established (10-15 yrs)"
12982,Sachem,Aamodt,F,1992-01-11,Development,"Senior Engineer",62286,10.55,"Established (10-15 yrs)"
13225,Barton,Hofman,F,1992-01-11,Marketing,"Senior Staff",64532,10.55,"Established (10-15 yrs)"
16395,Masasuke,Heering,F,1992-01-11,Development,"Senior Engineer",54209,10.55,"Established (10-15 yrs)"
10057,Ebbe,Callaway,F,1992-01-15,Development,"Senior Engineer",68061,10.54,"Established (10-15 yrs)"
13157,Berna,Skogmar,F,1992-01-18,Marketing,Staff,46113,10.54,"Established (10-15 yrs)"
16206,Munenori,Demke,M,1992-01-16,Development,Engineer,44961,10.54,"Established (10-15 yrs)"
17415,Shaleah,Bernatsky,M,1992-01-15,"Quality Management","Senior Engineer",80430,10.54,"Established (10-15 yrs)"
10762,Lech,Himler,M,1992-01-21,Research,"Senior Staff",74491,10.53,"Established (10-15 yrs)"
11004,JoAnna,Decleir,F,1992-01-19,"Quality Management","Senior Engineer",65349,10.53,"Established (10-15 yrs)"
11091,Souichi,Ramsay,F,1992-01-21,Production,Engineer,77591,10.53,"Established (10-15 yrs)"
11980,Yechezkel,Pews,M,1992-01-20,Sales,Staff,64125,10.53,"Established (10-15 yrs)"
12047,Jordanka,Ligten,M,1992-01-19,"Quality Management","Assistant Engineer",59118,10.53,"Established (10-15 yrs)"
12839,Zeydy,Koshino,M,1992-01-20,Research,"Senior Engineer",61997,10.53,"Established (10-15 yrs)"
13875,Genta,Manders,M,1992-01-21,Production,"Senior Engineer",66238,10.53,"Established (10-15 yrs)"
16254,Conrado,Koprowski,M,1992-01-21,Finance,"Senior Staff",95517,10.53,"Established (10-15 yrs)"
16480,Patricio,Tramer,M,1992-01-20,Sales,"Senior Staff",107738,10.53,"Established (10-15 yrs)"
17829,Przemyslawa,Whittlesey,M,1992-01-20,Sales,Staff,89788,10.53,"Established (10-15 yrs)"
18073,Mitsuyuki,Zeleznik,F,1992-01-20,Development,"Senior Engineer",47687,10.53,"Established (10-15 yrs)"
10497,Pramod,Rabehasaina,M,1992-01-22,Production,"Senior Engineer",84550,10.52,"Established (10-15 yrs)"
11595,Takanari,Kamber,M,1992-01-23,Marketing,"Senior Staff",78366,10.52,"Established (10-15 yrs)"
12925,Lijia,Erez,F,1992-01-23,"Quality Management","Senior Engineer",89993,10.52,"Established (10-15 yrs)"
13027,Paraskevi,Kohling,M,1992-01-23,Production,"Technique Leader",84596,10.52,"Established (10-15 yrs)"
13121,Gift,Anandan,F,1992-01-24,Production,"Senior Engineer",70713,10.52,"Established (10-15 yrs)"
13526,Hideyuki,Conry,F,1992-01-22,Production,Engineer,74045,10.52,"Established (10-15 yrs)"
15182,Munehiko,Antonisse,F,1992-01-25,"Human Resources",Staff,52865,10.52,"Established (10-15 yrs)"
17367,Tooru,Parfitt,M,1992-01-23,Sales,"Senior Staff",121885,10.52,"Established (10-15 yrs)"
17498,Dante,Vieth,F,1992-01-25,Production,"Senior Engineer",85670,10.52,"Established (10-15 yrs)"
17828,Ger,Zolotykh,M,1992-01-24,Development,"Senior Engineer",55074,10.52,"Established (10-15 yrs)"
17984,Kellyn,Roison,M,1992-01-25,Sales,"Senior Staff",52199,10.52,"Established (10-15 yrs)"
10511,Khoa,Marrevee,M,1992-01-27,Production,Engineer,57486,10.51,"Established (10-15 yrs)"
11147,Ayonca,Nitsch,M,1992-01-28,Development,Engineer,44748,10.51,"Established (10-15 yrs)"
11943,Ramalingam,Chachaty,F,1992-01-26,Development,"Senior Engineer",87857,10.51,"Established (10-15 yrs)"
13065,Zine,Schiper,M,1992-01-27,Sales,"Senior Staff",85921,10.51,"Established (10-15 yrs)"
14637,Aruna,Syrzycki,M,1992-01-26,Marketing,"Senior Staff",79622,10.51,"Established (10-15 yrs)"
18032,Hyuckchul,Ladret,M,1992-01-26,Production,"Senior Engineer",66512,10.51,"Established (10-15 yrs)"
18115,Georg,Krzyzanowski,M,1992-01-29,Development,"Senior Engineer",65007,10.51,"Established (10-15 yrs)"
11420,Tsutomu,Lalonde,F,1992-01-31,"Human Resources","Senior Staff",57697,10.5,"Established (10-15 yrs)"
15552,Luerbio,Foote,M,1992-01-31,"Quality Management","Senior Engineer",47314,10.5,"Established (10-15 yrs)"
10586,Kirk,Vuskovic,M,1992-02-04,Production,"Senior Engineer",64724,10.49,"Established (10-15 yrs)"
12450,Sanjeeva,Perng,M,1992-02-02,Development,"Senior Engineer",59327,10.49,"Established (10-15 yrs)"
13125,Snehasis,Krohn,M,1992-02-05,Development,"Technique Leader",88053,10.49,"Established (10-15 yrs)"
14828,Christfried,Kropf,M,1992-02-04,"Human Resources",Staff,50404,10.49,"Established (10-15 yrs)"
17183,Suzette,Tsukune,F,1992-02-03,Production,Engineer,49735,10.49,"Established (10-15 yrs)"
10798,Elliott,Bednarek,M,1992-02-09,Production,"Senior Engineer",57456,10.48,"Established (10-15 yrs)"
12904,Mostafa,Bahi,F,1992-02-06,"Human Resources","Senior Staff",70280,10.48,"Established (10-15 yrs)"
14205,Rosella,Tsukuda,M,1992-02-07,"Customer Service","Senior Staff",54541,10.48,"Established (10-15 yrs)"
13031,Sasan,Kohling,M,1992-02-12,Development,"Senior Engineer",56907,10.47,"Established (10-15 yrs)"
13709,Mamdouh,Brendel,F,1992-02-11,Sales,Staff,60616,10.47,"Established (10-15 yrs)"
14499,Vasilis,Bernardinello,F,1992-02-12,Production,"Senior Engineer",76871,10.47,"Established (10-15 yrs)"
15294,Kwangsub,Cyre,F,1992-02-11,Development,Engineer,47119,10.47,"Established (10-15 yrs)"
11648,Gill,Ponthieu,M,1992-02-15,"Customer Service","Senior Staff",63060,10.46,"Established (10-15 yrs)"
12737,Alenka,Smeets,F,1992-02-16,Production,"Senior Engineer",52845,10.46,"Established (10-15 yrs)"
14125,Taisook,Ertl,F,1992-02-15,Sales,Staff,69220,10.46,"Established (10-15 yrs)"
14919,Sajjad,Azumi,F,1992-02-16,Development,"Senior Engineer",61601,10.46,"Established (10-15 yrs)"
12367,Fumitaka,Stasinski,F,1992-02-17,"Quality Management","Senior Engineer",56933,10.45,"Established (10-15 yrs)"
14791,Magy,Garrabrants,F,1992-02-17,Development,"Assistant Engineer",49249,10.45,"Established (10-15 yrs)"
17422,Adil,Lemarechal,F,1992-02-18,Development,Engineer,41187,10.45,"Established (10-15 yrs)"
17346,Chinya,Lorys,F,1992-02-21,Development,"Assistant Engineer",49183,10.44,"Established (10-15 yrs)"
11704,Naftali,Baalen,M,1992-02-27,Production,Engineer,60279,10.43,"Established (10-15 yrs)"
11907,Takahito,Cromarty,M,1992-02-27,"Human Resources","Senior Staff",63007,10.43,"Established (10-15 yrs)"
14229,Remko,Schahn,M,1992-02-25,Finance,"Senior Staff",78016,10.43,"Established (10-15 yrs)"
14711,Bangqing,McDermid,F,1992-02-27,Production,"Senior Staff",50128,10.43,"Established (10-15 yrs)"
15197,Constantino,Ouhyoung,F,1992-02-27,Production,Engineer,52073,10.43,"Established (10-15 yrs)"
15710,Aral,Doering,F,1992-02-26,Production,"Senior Engineer",53961,10.43,"Established (10-15 yrs)"
10392,Jiann,Hainaut,M,1992-03-01,"Quality Management","Senior Engineer",73126,10.42,"Established (10-15 yrs)"
12917,Sergi,Remmele,M,1992-02-28,Sales,"Senior Staff",64571,10.42,"Established (10-15 yrs)"
16093,Luise,Tramer,M,1992-02-28,Production,Engineer,49779,10.42,"Established (10-15 yrs)"
16784,Sadun,Gopalakrishnan,M,1992-02-28,Sales,"Senior Staff",79619,10.42,"Established (10-15 yrs)"
17800,Tooru,Brizzi,M,1992-02-28,Marketing,"Senior Staff",55888,10.42,"Established (10-15 yrs)"
13642,Inderjeet,Luit,M,1992-03-04,Marketing,"Senior Staff",64988,10.41,"Established (10-15 yrs)"
13851,Anyuan,Gurbaxani,M,1992-03-05,Development,Engineer,70731,10.41,"Established (10-15 yrs)"
15665,Siddarth,Mattern,F,1992-03-02,Production,"Senior Engineer",60674,10.41,"Established (10-15 yrs)"
16638,Masanao,Rouquie,F,1992-03-05,Marketing,"Senior Staff",99709,10.41,"Established (10-15 yrs)"
11190,Saeko,Mellouli,M,1992-03-06,Sales,"Senior Staff",80196,10.4,"Established (10-15 yrs)"
11727,Baziley,Felcyn,M,1992-03-07,Marketing,"Senior Staff",77671,10.4,"Established (10-15 yrs)"
15604,Nikolaus,Engelmann,F,1992-03-07,"Human Resources",Staff,75769,10.4,"Established (10-15 yrs)"
10417,Bingning,Bakhtari,M,1992-03-12,Sales,Staff,81805,10.39,"Established (10-15 yrs)"
10448,Phule,Oxenboll,F,1992-03-12,Sales,"Senior Staff",68210,10.39,"Established (10-15 yrs)"
10860,Gino,Werthner,M,1992-03-11,"Quality Management","Technique Leader",47539,10.39,"Established (10-15 yrs)"
11032,Erez,Schaaf,M,1992-03-12,Development,Staff,52119,10.39,"Established (10-15 yrs)"
11656,Aimee,Muniz,F,1992-03-10,Marketing,Staff,71048,10.39,"Established (10-15 yrs)"
12167,Hisao,Kornyak,M,1992-03-12,"Customer Service","Senior Staff",78605,10.39,"Established (10-15 yrs)"
16335,Richara,Stiles,F,1992-03-10,"Customer Service","Senior Staff",60366,10.39,"Established (10-15 yrs)"
17230,Gift,Eldridge,M,1992-03-10,Finance,"Senior Staff",101540,10.39,"Established (10-15 yrs)"
11460,Mana,Maraist,M,1992-03-14,Production,"Senior Engineer",64707,10.38,"Established (10-15 yrs)"
12873,Xiaoshan,Lorie,M,1992-03-13,Sales,"Senior Staff",105086,10.38,"Established (10-15 yrs)"
13726,Nahum,Aseltine,M,1992-03-13,"Customer Service","Senior Staff",92579,10.38,"Established (10-15 yrs)"
13759,Bokyung,Vingron,M,1992-03-15,Research,"Senior Staff",77665,10.38,"Established (10-15 yrs)"
15685,Kasturi,Facello,M,1992-03-13,Development,"Senior Engineer",61580,10.38,"Established (10-15 yrs)"
11383,Billur,Herbst,M,1992-03-18,"Human Resources",Staff,48095,10.37,"Established (10-15 yrs)"
13319,Manton,Schwaller,M,1992-03-20,Development,Engineer,65366,10.37,"Established (10-15 yrs)"
17272,Moon,Yetim,M,1992-03-17,Production,Engineer,72975,10.37,"Established (10-15 yrs)"
10173,Shrikanth,Mahmud,M,1992-03-21,Finance,"Senior Staff",109964,10.36,"Established (10-15 yrs)"
16481,Tadahiko,Rothe,M,1992-03-22,Marketing,"Senior Staff",79175,10.36,"Established (10-15 yrs)"
17946,Khue,Matheson,M,1992-03-23,Production,"Senior Staff",55633,10.36,"Established (10-15 yrs)"
11795,Herbert,Erman,F,1992-03-24,Development,"Senior Engineer",55470,10.35,"Established (10-15 yrs)"
15101,Arlette,Lowrie,M,1992-03-26,Production,"Senior Engineer",58293,10.35,"Established (10-15 yrs)"
16734,Bedir,Birch,F,1992-03-26,Sales,"Senior Staff",102453,10.35,"Established (10-15 yrs)"
10794,Teunis,Berztiss,M,1992-03-29,Research,"Senior Staff",59529,10.34,"Established (10-15 yrs)"
11092,Narain,Stamatiou,M,1992-03-30,Marketing,Staff,82823,10.34,"Established (10-15 yrs)"
11179,Kerhong,Veccia,F,1992-03-31,"Quality Management",Engineer,58041,10.34,"Established (10-15 yrs)"
11811,Herb,Boissier,M,1992-03-28,Sales,"Senior Staff",64533,10.34,"Established (10-15 yrs)"
17658,Bilhanan,Waymire,M,1992-03-29,Development,"Technique Leader",77847,10.34,"Established (10-15 yrs)"
11957,Frederique,Radivojevic,F,1992-04-02,Development,"Senior Engineer",79590,10.33,"Established (10-15 yrs)"
12081,Wanqing,Prenel,M,1992-04-03,Marketing,Staff,56307,10.33,"Established (10-15 yrs)"
12515,Pranav,Wilharm,F,1992-04-03,Production,"Senior Engineer",68737,10.33,"Established (10-15 yrs)"
17671,Arunachalam,England,F,1992-04-03,Sales,"Senior Staff",105599,10.33,"Established (10-15 yrs)"
10167,Duangkaew,Rassart,M,1992-04-04,Production,"Senior Engineer",75147,10.32,"Established (10-15 yrs)"
10335,Toshimori,Bahi,F,1992-04-06,"Customer Service","Senior Staff",72639,10.32,"Established (10-15 yrs)"
10370,Clyde,Fandrianto,M,1992-04-04,Sales,"Senior Staff",46583,10.32,"Established (10-15 yrs)"
11053,Sampalli,Brobst,M,1992-04-06,Production,Engineer,63285,10.32,"Established (10-15 yrs)"
12316,Hyuncheol,Duclos,F,1992-04-05,Production,Engineer,69131,10.32,"Established (10-15 yrs)"
14027,Manohar,Gladwell,F,1992-04-04,Development,"Senior Engineer",73733,10.32,"Established (10-15 yrs)"
14549,Alain,Kopetz,M,1992-04-06,Sales,"Senior Staff",76742,10.32,"Established (10-15 yrs)"
14866,Takahira,Gihr,M,1992-04-07,Production,"Senior Engineer",63680,10.32,"Established (10-15 yrs)"
15616,Hauke,Kaelbling,F,1992-04-06,Production,Engineer,90839,10.32,"Established (10-15 yrs)"
16528,Gaurav,Swick,F,1992-04-07,Production,Engineer,61041,10.32,"Established (10-15 yrs)"
16170,Aral,McDermid,F,1992-04-10,Sales,"Senior Staff",90449,10.31,"Established (10-15 yrs)"
16779,Shooichi,Vandervoorde,F,1992-04-08,Marketing,"Senior Staff",77512,10.31,"Established (10-15 yrs)"
16870,Cullen,Eugenio,M,1992-04-10,Sales,Staff,73338,10.31,"Established (10-15 yrs)"
17269,Mart,Krichel,F,1992-04-10,Research,"Senior Staff",61988,10.31,"Established (10-15 yrs)"
17667,Poorav,Kambil,M,1992-04-09,Production,"Senior Engineer",57734,10.31,"Established (10-15 yrs)"
11631,Kristin,Malinowski,M,1992-04-14,Research,"Senior Staff",60758,10.3,"Established (10-15 yrs)"
12915,Arco,Ligten,M,1992-04-14,Sales,"Senior Staff",74292,10.3,"Established (10-15 yrs)"
13701,Kellyn,Macedo,M,1992-04-13,Production,Engineer,56275,10.3,"Established (10-15 yrs)"
10556,JoAnna,Taubman,F,1992-04-15,Finance,"Senior Staff",87487,10.29,"Established (10-15 yrs)"
12022,Herbert,Kaltofen,M,1992-04-18,Research,Staff,69512,10.29,"Established (10-15 yrs)"
12435,Marek,Gadepally,M,1992-04-16,Sales,Staff,93365,10.29,"Established (10-15 yrs)"
15907,Lidong,Makinen,F,1992-04-17,"Customer Service",Staff,62386,10.29,"Established (10-15 yrs)"
17414,Mototsugu,Gihr,M,1992-04-17,Production,"Technique Leader",44431,10.29,"Established (10-15 yrs)"
18247,Percy,Munke,F,1992-04-15,Development,"Senior Engineer",71945,10.29,"Established (10-15 yrs)"
12401,Yolla,Glinert,F,1992-04-20,Development,"Assistant Engineer",65342,10.28,"Established (10-15 yrs)"
14331,Susumu,Plessier,M,1992-04-21,Development,"Senior Engineer",47721,10.28,"Established (10-15 yrs)"
15086,Billie,Soloway,F,1992-04-19,"Customer Service","Senior Staff",66042,10.28,"Established (10-15 yrs)"
16245,Mikhail,Collette,F,1992-04-19,Sales,"Senior Staff",67430,10.28,"Established (10-15 yrs)"
16530,Martina,Ozeri,F,1992-04-19,"Customer Service",Staff,49548,10.28,"Established (10-15 yrs)"
11074,Spyrose,Peak,M,1992-04-23,"Customer Service","Senior Staff",54055,10.27,"Established (10-15 yrs)"
13544,Beshir,Sullins,M,1992-04-24,Sales,"Senior Staff",119554,10.27,"Established (10-15 yrs)"
15214,Shahid,Bernatsky,M,1992-04-25,Sales,"Senior Staff",79189,10.27,"Established (10-15 yrs)"
15342,Gopalakrishnan,Osgood,M,1992-04-25,Finance,"Senior Staff",78085,10.27,"Established (10-15 yrs)"
17602,Jouni,Kusakari,M,1992-04-25,"Customer Service","Senior Staff",56816,10.27,"Established (10-15 yrs)"
17845,Venkatesan,Besancenot,M,1992-04-23,Development,"Technique Leader",68098,10.27,"Established (10-15 yrs)"
12883,Van,Lagarias,F,1992-04-29,Research,"Senior Staff",72678,10.26,"Established (10-15 yrs)"
12910,Uno,Casley,F,1992-04-27,"Customer Service",Staff,78636,10.26,"Established (10-15 yrs)"
14277,Xiong,Gente,F,1992-04-27,Development,"Technique Leader",51529,10.26,"Established (10-15 yrs)"
15139,Gor,Strandh,M,1992-04-29,Sales,Staff,74907,10.26,"Established (10-15 yrs)"
16902,Aiman,Isaak,M,1992-04-29,Development,Engineer,59883,10.26,"Established (10-15 yrs)"
17423,Adly,Demir,M,1992-04-27,Development,"Technique Leader",80284,10.26,"Established (10-15 yrs)"
18062,Sasan,Schueller,F,1992-04-28,Production,"Senior Engineer",50401,10.26,"Established (10-15 yrs)"
11497,Bodh,Brodie,F,1992-04-30,"Quality Management","Assistant Engineer",53051,10.25,"Established (10-15 yrs)"
13556,Volkmar,Michaeli,M,1992-04-30,Development,Engineer,53875,10.25,"Established (10-15 yrs)"
14302,Rosita,Comellas,M,1992-05-03,"Quality Management",Engineer,55826,10.25,"Established (10-15 yrs)"
15339,Zhonghui,Ranai,M,1992-05-02,Development,Engineer,79048,10.25,"Established (10-15 yrs)"
15645,Mingsen,Anido,F,1992-04-30,Marketing,"Senior Staff",73293,10.25,"Established (10-15 yrs)"
10049,Basil,Tramer,F,1992-05-04,"Customer Service","Senior Staff",51326,10.24,"Established (10-15 yrs)"
13180,Kazuhisa,Dechter,M,1992-05-04,Research,"Senior Staff",58652,10.24,"Established (10-15 yrs)"
14068,Franziska,Yamaashi,M,1992-05-07,"Customer Service",Staff,49698,10.23,"Established (10-15 yrs)"
14502,Abdulla,Simkin,F,1992-05-10,Development,"Senior Engineer",66543,10.23,"Established (10-15 yrs)"
17449,Shaw,Isaac,M,1992-05-08,Production,"Senior Engineer",66424,10.23,"Established (10-15 yrs)"
17691,Stevo,Ratnakar,M,1992-05-08,Research,"Senior Staff",60555,10.23,"Established (10-15 yrs)"
14644,Yefim,Oxman,F,1992-05-13,Sales,"Senior Staff",82906,10.22,"Established (10-15 yrs)"
15296,Rasiah,Templeman,F,1992-05-12,Development,"Senior Engineer",71885,10.22,"Established (10-15 yrs)"
15575,Frazer,Beidas,M,1992-05-12,Research,"Senior Staff",71937,10.22,"Established (10-15 yrs)"
10493,Maris,Haraldson,M,1992-05-16,Sales,"Senior Staff",50195,10.21,"Established (10-15 yrs)"
11411,Shigehito,Giaccio,F,1992-05-17,"Customer Service","Senior Staff",67138,10.21,"Established (10-15 yrs)"
12213,Kwangho,Brizzi,M,1992-05-16,Sales,"Senior Staff",92773,10.21,"Established (10-15 yrs)"
13486,Shawna,Lyonns,F,1992-05-15,Production,"Senior Engineer",49516,10.21,"Established (10-15 yrs)"
15190,Sasan,Lanteri,M,1992-05-16,"Human Resources","Senior Staff",64122,10.21,"Established (10-15 yrs)"
15461,Marsha,Gronowski,F,1992-05-16,"Human Resources","Senior Staff",74021,10.21,"Established (10-15 yrs)"
14950,Xianlong,Merey,M,1992-05-20,Production,Engineer,56752,10.2,"Established (10-15 yrs)"
16750,Alejandro,Hinsberger,F,1992-05-19,Sales,"Senior Staff",83190,10.2,"Established (10-15 yrs)"
11071,Kwan,Sigstam,F,1992-05-23,Development,"Senior Engineer",61918,10.19,"Established (10-15 yrs)"
11253,Koldo,Pokrovskii,M,1992-05-22,Development,"Senior Engineer",61810,10.19,"Established (10-15 yrs)"
12796,Saniya,Stanfel,M,1992-05-24,Production,"Senior Engineer",63755,10.19,"Established (10-15 yrs)"
13129,Martijn,Sigstam,F,1992-05-23,Marketing,"Senior Staff",58515,10.19,"Established (10-15 yrs)"
13251,Otilia,Lakshmanan,F,1992-05-24,"Quality Management","Senior Engineer",85796,10.19,"Established (10-15 yrs)"
13164,Ger,Picht,M,1992-05-28,Production,"Senior Engineer",60807,10.18,"Established (10-15 yrs)"
13541,Pasqua,Peral,F,1992-05-27,Development,"Senior Engineer",75916,10.18,"Established (10-15 yrs)"
16435,Renee,Wissmann,M,1992-05-26,Sales,"Senior Staff",129142,10.18,"Established (10-15 yrs)"
10993,Arve,Erde,F,1992-05-29,"Quality Management","Senior Engineer",56374,10.17,"Established (10-15 yrs)"
11464,Boutros,Simkin,M,1992-05-30,Production,Engineer,63359,10.17,"Established (10-15 yrs)"
11946,Charlene,Maraist,F,1992-05-29,Sales,Staff,77578,10.17,"Established (10-15 yrs)"
16049,Bojan,Siepmann,F,1992-05-31,Sales,"Senior Staff",84941,10.17,"Established (10-15 yrs)"
17014,Sadun,Waterhouse,F,1992-05-31,Sales,"Senior Staff",73037,10.17,"Established (10-15 yrs)"
18193,Jianhua,Sommer,M,1992-05-30,Development,"Senior Engineer",47251,10.17,"Established (10-15 yrs)"
10232,Marko,Auria,F,1992-06-04,Sales,"Senior Staff",104656,10.16,"Established (10-15 yrs)"
10428,Cathie,Brlek,M,1992-06-04,"Human Resources","Senior Staff",59728,10.16,"Established (10-15 yrs)"
12647,Niclas,Sankaranarayanan,M,1992-06-04,Research,Staff,72393,10.16,"Established (10-15 yrs)"
14754,Leon,Garnham,M,1992-06-02,Development,Engineer,65402,10.16,"Established (10-15 yrs)"
17805,Bowen,Munawer,M,1992-06-02,Sales,"Senior Staff",106033,10.16,"Established (10-15 yrs)"
12361,Elliott,Strandh,F,1992-06-05,Research,"Senior Engineer",59227,10.15,"Established (10-15 yrs)"
16840,Danil,Dehkordi,M,1992-06-08,"Quality Management","Senior Engineer",51599,10.15,"Established (10-15 yrs)"
10478,Maik,Ushiama,M,1992-06-09,Development,"Senior Staff",54545,10.14,"Established (10-15 yrs)"
11108,Danae,Grabner,F,1992-06-12,"Human Resources","Senior Staff",58920,10.14,"Established (10-15 yrs)"
11646,Lobel,Rubsam,M,1992-06-11,Development,Engineer,59813,10.14,"Established (10-15 yrs)"
16621,Parviz,Strehl,M,1992-06-11,Development,"Senior Engineer",57854,10.14,"Established (10-15 yrs)"
12152,Amalendu,Nyrup,M,1992-06-13,"Customer Service","Senior Staff",92127,10.13,"Established (10-15 yrs)"
12195,Gay,Taneja,M,1992-06-14,Development,"Senior Engineer",77251,10.13,"Established (10-15 yrs)"
12368,Gor,Dechter,F,1992-06-14,Marketing,"Senior Staff",68732,10.13,"Established (10-15 yrs)"
13460,Yinghua,Gips,M,1992-06-13,Production,"Senior Engineer",55881,10.13,"Established (10-15 yrs)"
14012,Yishai,Hanratty,M,1992-06-16,Development,"Senior Engineer",56089,10.12,"Established (10-15 yrs)"
17080,Jianhui,Petereit,M,1992-06-19,Production,"Senior Engineer",51145,10.12,"Established (10-15 yrs)"
17228,Ult,Kirkerud,M,1992-06-19,Production,Engineer,45136,10.12,"Established (10-15 yrs)"
10046,Lucien,Rosenbaum,M,1992-06-20,Research,"Senior Staff",62218,10.11,"Established (10-15 yrs)"
13034,Arunas,Rosen,F,1992-06-23,"Customer Service","Senior Staff",98776,10.11,"Established (10-15 yrs)"
13877,Kristen,Trelles,F,1992-06-20,"Quality Management",Engineer,44742,10.11,"Established (10-15 yrs)"
15150,Shugo,Reeker,F,1992-06-22,Development,"Senior Engineer",63406,10.11,"Established (10-15 yrs)"
16332,Nigel,Akaboshi,M,1992-06-21,Development,Engineer,75410,10.11,"Established (10-15 yrs)"
10220,Kish,Fasbender,F,1992-06-25,Finance,Staff,69036,10.1,"Established (10-15 yrs)"
10251,Alair,Rosenbaum,M,1992-06-25,Research,"Senior Staff",88948,10.1,"Established (10-15 yrs)"
