emp_no,first_name,last_name,gender,hire_date,salary,salary_from
16070,Aleksandar,Rissland,M,1991-03-31,56065,2001-10-12
14848,Greger,Tagansky,M,1997-05-27,56055,2002-05-26
16265,Oksana,Menhoudj,M,1994-11-06,56055,2001-11-04
13484,Kristina,Setlzner,M,1986-11-10,56053,2001-12-30
11579,Jinxi,Merel,F,1988-04-25,56048,2002-05-24
17831,Boaz,Peha,F,1991-11-12,56042,2002-06-23
10886,Sushant,Begiun,M,1995-03-26,56038,2002-03-24
15209,Takushi,Luca,F,1987-03-23,56034,2002-02-02
15290,Sadegh,Marzano,F,1985-08-25,56029,2001-08-26
15525,Masadi,Cherinka,M,1985-11-18,56026,2002-04-25
14048,Haldon,McAlpine,F,1992-08-15,56022,2001-08-13
10317,Arie,Birge,M,1986-12-10,56014,2002-01-23
13664,Snehasis,Provine,M,1992-08-29,56007,2002-06-04
15276,Berni,Ruther,M,1993-02-04,55992,2001-10-12
14942,Heon,Benveniste,M,1987-11-15,55969,2001-11-11
17337,Supot,Pelc,F,1989-03-10,55969,2002-07-17
12319,Tesuya,Jeansoulin,M,1990-11-21,55966,2001-09-22
12353,Isaac,Gini,M,1994-11-20,55955,2001-11-18
14917,Munir,Hofman,M,1994-09-08,55937,2001-09-06
15008,Mario,Swab,F,1990-06-04,55916,2002-06-01
15081,Ger,Condotta,M,1993-06-26,55916,2002-06-24
17871,Ebbe,Hedayat,M,1986-10-01,55914,2002-07-19
13118,Jaana,Pavlopoulou,M,1992-12-04,55900,2002-04-11
15537,Debatosh,Rahier,F,1985-10-14,55900,2001-11-23
10527,Tetsushi,Barvinok,F,1996-01-25,55892,2002-01-23
17800,Tooru,Brizzi,M,1992-02-28,55888,2002-02-25
13460,Yinghua,Gips,M,1992-06-13,55881,2002-05-07
15129,Reinhard,Baalen,F,1990-09-10,55881,2002-01-26
15088,Irene,Skrikant,F,1990-07-14,55877,2002-07-11
16602,Zorica,Hinsberger,M,1996-09-21,55870,2002-04-05
13892,Ramzi,Nastansky,M,1993-08-20,55863,2001-11-19
15634,Godehard,Neiman,M,1994-11-17,55858,2001-11-15
17010,Taiji,Beeson,M,1991-06-22,55850,2002-06-19
14885,Mansur,Thisen,F,1994-01-17,55848,2002-03-16
11202,Marek,Ranon,F,1985-02-17,55847,2002-02-24
12169,Arnd,Broomell,F,1987-03-27,55845,2001-11-27
14302,Rosita,Comellas,M,1992-05-03,55826,2001-12-16
10529,Ymte,Yetto,M,1992-01-05,55816,2002-07-03
16118,Arno,Gimarc,M,1990-04-08,55809,2001-11-17
17976,Jaques,Schapire,M,1989-05-13,55802,2002-01-30
13300,Mountaz,Denis,M,1986-08-28,55796,2002-06-13
13545,Guiseppe,Validov,F,1990-03-30,55782,2002-05-07
15691,Venkatesan,Pocchiola,M,1994-01-13,55771,2002-01-11
11153,Honglan,Simmen,M,1990-02-13,55756,2002-06-16
16220,Alenka,Sooriamurthi,M,1992-10-02,55756,2001-12-30
13663,Ennio,Poehlman,M,1991-01-02,55732,2002-06-28
15201,Hatsukazu,Heering,F,1992-08-24,55727,2001-08-31
16459,Parto,Godskesen,M,1985-11-08,55721,2001-12-31
16698,Udaiprakash,Decleir,M,1995-01-13,55695,2002-01-04
16230,Ung,Babu,M,1985-08-08,55694,2002-02-17
15065,Xiping,Strehl,M,1991-06-04,55688,2002-03-08
12752,Peer,Hitomi,M,1988-12-17,55679,2001-08-18
10916,Make,Spataro,M,1996-07-01,55677,2002-03-11
12745,Ziyad,Passafiume,F,1990-05-12,55676,2001-11-06
11135,Xinyu,Mellouli,M,1991-10-22,55665,2001-10-19
14017,Candido,Pavlopoulou,M,1992-12-07,55662,2001-12-05
11475,Dekang,Siegrist,F,1997-08-04,55658,2001-09-13
12408,Rasiah,Sudkamp,M,1995-04-18,55656,2002-04-16
17946,Khue,Matheson,M,1992-03-23,55633,2002-03-21
10891,Susanne,Jiang,F,1990-12-07,55629,2001-10-04
14322,Shem,Kakkad,M,1986-10-23,55620,2001-11-18
16694,Jungsoon,Sidhu,M,1989-11-27,55613,2001-11-24
14755,Alejandra,Stanger,M,1997-07-07,55612,2002-07-06
12323,Arra,Zweizig,F,1996-10-24,55591,2001-10-23
13247,Sreekrishna,Baby,M,1989-06-30,55580,2002-01-20
15142,Jahangir,Krogh,M,1989-09-15,55572,2002-01-28
16535,Bluma,Bhattacharjee,F,1997-06-14,55551,2002-01-10
11317,Shigeaki,Hagimont,F,1989-12-21,55544,2001-09-06
11171,Yuguang,Passino,F,1992-10-04,55531,2001-10-02
17605,Gor,Riesenhuber,F,1988-03-16,55527,2002-02-12
10752,Byong,Conde,M,1993-05-28,55498,2002-05-26
17161,Xuejun,Makrucki,M,1992-12-08,55497,2001-12-23
12078,Gen,Bridgland,F,1993-11-14,55490,2001-11-12
12060,Toshimi,Antonakopoulos,M,1996-06-21,55481,2002-06-20
15924,Christoper,Turnbull,M,1990-10-06,55477,2002-03-26
13101,Tadahiro,Viele,F,1988-09-06,55474,2002-07-12
11795,Herbert,Erman,F,1992-03-24,55470,2002-03-22
14723,Constantino,Assaf,M,1985-05-24,55464,2002-05-30
11254,Danel,Rindone,F,1998-12-19,55457,2001-12-18
14199,Tomoyuki,Peek,M,1995-03-31,55456,2002-03-29
11835,Arnould,Hofman,F,1990-02-24,55451,2002-01-12
14259,Aleksandar,Kisuki,M,1996-05-30,55438,2002-05-29
10252,Shirish,Wegerle,F,1990-11-08,55435,2001-11-05
16083,Moie,Hettesheimer,M,1990-11-17,55424,2001-10-18
10783,Moty,Kenevan,M,1994-05-15,55420,2002-05-13
18168,Shugo,Stassinopoulos,F,1993-02-05,55396,2001-08-24
10279,Barton,Jumpertz,F,1994-12-20,55385,2002-04-24
14011,Katsuo,Peris,M,1997-03-24,55384,2001-12-09
16154,Monique,Docker,M,1987-11-07,55365,2002-03-10
13779,Duri,Ranta,F,1991-10-28,55355,2002-06-23
11665,Fai,Linnainmaa,M,1989-05-01,55338,2001-12-01
11296,Hironobu,Kenevan,M,1989-09-26,55329,2001-09-23
18093,Larisa,Jarecki,M,1989-05-13,55318,2001-12-30
14059,Stella,Scallan,M,1994-02-20,55309,2002-02-18
16816,Mabo,Basawa,M,1998-06-20,55289,2002-06-19
18022,Maha,Esposito,M,1993-10-17,55289,2001-10-15
10118,Zhonghui,Zyda,F,1990-09-13,55284,2002-01-30
14720,Shushma,Trystram,F,1987-12-08,55284,2001-11-17
12139,Guangming,Senzako,F,1988-07-03,55283,2002-03-05
10956,Arno,Picel,M,1992-06-29,55271,2001-11-30
17527,Wojceich,Comellas,M,1986-10-17,55251,2001-10-13
17270,Persi,Coombs,F,1985-07-09,55239,2001-08-18
11173,Tooru,Warwick,M,1988-07-03,55227,2002-05-20
18157,Fen,Frolund,M,1997-07-21,55208,2002-07-20
12939,Ulf,Skogmar,F,1988-02-02,55196,2002-02-28
13937,Anestis,Egerstedt,M,1995-07-12,55189,2002-07-10
11928,Mang,Wroclawski,M,1992-06-24,55160,2001-10-17
10205,Mabhin,Leijenhorst,F,1993-08-23,55157,2001-08-21
18236,Marko,Unno,F,1985-05-07,55140,2001-09-21
11886,Snehasis,Veevers,M,1994-10-02,55138,2001-09-30
13155,Shir,Birke,M,1995-09-15,55138,2002-03-18
10627,Shigeu,Itzfeldt,M,1991-11-07,55124,2002-03-11
10771,Guiseppe,Kleiser,F,1989-11-08,55120,2002-03-31
17368,Shem,Ponthieu,M,1994-05-10,55118,2002-05-08
13600,Baocai,Babu,M,1992-08-30,55117,2001-09-01
10503,Dannz,Pell,M,1991-04-30,55115,2002-03-12
15164,Kiyomitsu,Ghalwash,M,1990-09-21,55108,2001-11-30
11893,Vitali,Zobel,M,1995-11-11,55105,2001-10-01
10612,Gil,Peroz,M,1991-09-02,55094,2001-08-30
11683,Mayumi,Chartres,F,1990-02-11,55079,2002-01-19
17206,Berry,DeMori,M,1986-02-25,55078,2001-12-25
17828,Ger,Zolotykh,M,1992-01-24,55074,2002-01-21
13242,Kazuhiko,Ecklund,M,1994-12-06,55062,2001-12-04
17584,Emdad,Coorg,F,1985-03-10,55060,2002-03-13
17431,Roselyn,Eickenmeyer,M,1995-04-16,55055,2001-12-28
15517,Karsten,Bottner,F,1997-03-21,55048,2002-03-20
12661,Berry,Lung,M,1986-07-27,55047,2001-12-10
18123,Kristinn,Hitomi,M,1987-10-29,55044,2001-08-07
16114,Randy,Albarhamtoshy,M,1998-04-25,55042,2002-04-24
10618,Ranga,Yeung,F,1988-11-27,55033,2001-10-05
17301,Kagan,Encarnacion,M,1996-10-13,55029,2001-10-12
15751,Sorina,Matzke,M,1987-10-11,55022,2001-11-01
15435,Aamod,Rijckaert,F,1989-01-07,55013,2002-01-06
11699,Fumiya,Desikan,M,1994-01-20,55012,2002-01-18
14584,Oldrich,Undy,F,1997-06-07,55004,2002-01-17
12960,Tayeb,Navazio,M,1994-06-09,54988,2001-08-17
17460,Kannan,Khamsi,M,1993-03-23,54982,2001-11-06
12449,Honesty,Iisaku,F,1990-03-18,54966,2002-06-16
17223,DAIDA,Hemaspaandra,M,1992-11-02,54956,2002-02-07
10944,Remko,Zyda,M,1991-05-24,54950,2001-09-05
11183,Herbert,Serdy,M,1990-12-28,54923,2001-12-25
12269,Mohammed,Whitcomb,F,1994-07-06,54907,2002-07-04
13016,Fuqing,Figueira,F,1986-06-02,54901,2001-11-24
12791,Mokhtar,Aamodt,M,1994-08-14,54900,2001-11-27
12671,JiYoung,Murtafg,F,1988-09-07,54880,2001-12-06
14217,Nimmagadda,Calkin,F,1991-02-23,54867,2002-03-31
15213,Arie,Molenkamp,M,1986-04-25,54864,2001-12-09
18229,Huan,Baranowski,M,1993-10-05,54864,2001-10-03
16038,Sreenivas,Schrift,M,1988-11-08,54849,2001-10-31
15063,Debatosh,Deville,F,1993-02-02,54846,2002-01-23
13088,Arunachalam,Zweizig,M,1987-06-08,54836,2002-03-29
15851,Alper,Beerel,F,1986-11-27,54834,2002-04-14
14123,Tse,Thambidurai,F,1991-12-25,54833,2002-01-25
17303,Zvonko,Rajcani,F,1994-03-11,54832,2002-03-09
15855,Xiaoqiu,Brookman,F,1991-07-28,54826,2002-07-25
17325,Heng,Veeraraghavan,M,1993-10-31,54826,2001-10-28
11721,Xuejun,Heydon,F,1990-11-30,54818,2001-11-27
12584,Zijian,Engberts,M,1995-08-12,54805,2001-12-04
12043,Masaki,Lubachevsky,M,1991-04-03,54804,2002-01-04
12848,Kazuhide,Smeets,M,1987-06-14,54792,2002-05-10
13594,Bezalel,Spelt,M,1993-11-23,54790,2001-08-05
14509,Danil,Aloia,M,1987-01-17,54787,2001-12-15
16009,Arnould,Denna,M,1990-01-26,54762,2002-01-23
16417,Akeno,Maquelin,M,1994-08-07,54759,2001-08-05
13980,Mohammad,Baalen,M,1994-07-09,54749,2002-07-07
14739,Ute,Piancastelli,M,1985-12-26,54745,2002-01-27
17141,Ingmar,Kadhim,M,1996-03-03,54738,2002-03-02
14916,Fumino,Narlikar,M,1999-04-01,54724,2002-03-31
14051,Constantijn,Sullins,F,1991-01-06,54715,2001-10-17
18069,Angus,Kambil,F,1989-02-01,54715,2002-06-08
15650,Pascal,Bail,M,1997-11-16,54711,2001-11-15
11629,Miquel,Muhlberg,M,1988-03-05,54710,2001-12-14
17550,Nimmagadda,Schoegge,M,1985-04-26,54706,2002-01-19
13999,Florian,Crouzet,M,1985-06-11,54704,2002-02-23
10077,Mona,Azuma,M,1990-03-02,54699,2001-12-21
11722,Atreyi,Sudbeck,F,1997-12-18,54690,2001-12-17
14896,Subbu,Levergood,F,1994-08-31,54688,2001-09-14
16447,Zhiguo,Savasere,F,1987-04-28,54686,2002-04-16
18243,Gurbir,Thorelli,M,1989-05-21,54676,2002-04-23
15679,Goo,Dulli,M,1995-11-10,54672,2002-05-06
14832,Torsten,Siprelle,F,1998-06-23,54668,2002-06-22
14093,Atreye,Ritzmann,F,1994-06-29,54661,2001-11-19
10078,Danel,Mondadori,F,1987-05-26,54652,2001-09-27
13824,Jaroslava,Oppitz,F,1991-12-23,54652,2002-01-04
10500,Vojin,Narwekar,M,1996-12-16,54628,2001-12-15
15018,Ramalingam,Prenel,F,1985-02-28,54622,2002-03-09
14437,Radoslaw,Claffy,M,1988-02-05,54621,2001-08-04
10835,Tomoyuki,Kermarrec,M,1985-07-28,54619,2001-08-20
11247,Ranga,Rebaine,M,1993-02-05,54614,2001-10-09
14194,Vidya,Schiettecatte,M,1991-01-15,54606,2001-12-26
18100,Danai,Brlek,F,1985-04-27,54599,2002-02-14
13899,Mostafa,Crouzet,F,1994-06-14,54587,2002-06-12
16586,Uno,Peyn,M,1992-12-30,54583,2001-12-28
13351,Gad,Comyn,M,1988-08-02,54575,2002-06-20
14915,Huican,Picco,M,1985-02-26,54569,2002-07-01
17631,Howell,Versino,M,1986-01-17,54564,2002-06-20
11544,Elzbieta,Thimonier,F,1993-03-02,54552,2001-12-18
18140,Khedija,Lubachevsky,M,1993-08-13,54551,2001-08-11
10478,Maik,Ushiama,M,1992-06-09,54545,2002-06-07
14205,Rosella,Tsukuda,M,1992-02-07,54541,2002-05-29
12164,Muneo,Chachaty,F,1996-05-14,54528,2002-05-13
11749,Masamitsu,Penttonen,M,1985-08-26,54509,2002-07-01
17555,Pranay,Sessa,M,1993-03-14,54501,2002-03-12
11042,Gou,Breugel,F,1988-06-26,54496,2002-06-19
15977,King,Ballarin,M,1985-11-06,54481,2001-11-01
18009,Adin,Peyn,M,1990-02-20,54456,2001-09-18
12878,Fox,Marsiglia,M,1997-08-27,54452,2001-08-26
11133,Nalini,Azulay,M,1988-02-04,54446,2002-03-04
16253,Srinidhi,Prenel,F,1991-06-10,54446,2002-04-15
10369,Qunsheng,Toyoshima,M,1986-05-17,54438,2001-09-03
10012,Patricio,Bridgland,M,1992-12-18,54423,2001-12-16
16791,Peternela,Laurillard,M,1986-04-27,54421,2001-09-23
13022,Georg,Juneja,F,1989-02-20,54416,2001-10-04
17038,Marco,Guenter,M,1990-10-24,54405,2001-11-06
17764,Eberhardt,Koprowski,F,1985-07-21,54403,2002-01-04
16022,Perry,Valiente,M,1991-06-24,54402,2001-11-04
11158,Masaki,Hagimont,M,1996-04-20,54386,2002-04-19
11440,Lubomir,Jahnichen,M,1987-11-06,54384,2002-03-01
10785,Keiichiro,Marzano,M,1994-11-11,54358,2001-11-09
14188,Taegyun,Bharadwaj,F,1993-04-24,54354,2002-04-22
15801,Munir,Slaats,M,1988-08-08,54342,2001-09-12
17320,Renee,Beausoleil,F,1996-06-03,54317,2001-09-09
12330,Oguz,Eugenio,F,1988-04-26,54310,2002-02-12
15167,Mani,Beznosov,M,1986-05-21,54305,2001-11-23
17744,Poornachandra,Chartres,M,1994-01-16,54303,2002-01-14
10435,Marsha,Tagansky,M,1986-12-19,54288,2002-06-07
17948,Tristan,Schonegge,M,1989-11-01,54282,2001-10-29
14486,Indrajit,Birdsall,M,1986-07-13,54275,2001-08-10
10580,Christoper,Rehfuss,M,1987-09-11,54270,2002-02-27
14703,Boutros,Gonthier,M,1989-09-23,54257,2001-08-17
13787,Xiaobin,Sinicrope,F,1988-09-19,54237,2001-10-27
17201,Tzu,Flowers,M,1995-12-11,54219,2001-12-09
16395,Masasuke,Heering,F,1992-01-11,54209,2002-04-15
16306,Gor,Nations,F,1994-09-16,54206,2001-09-14
15826,Kayoko,Waterhouse,F,1994-05-20,54195,2002-01-28
13791,Alair,Middleton,M,1994-12-12,54177,2001-12-10
16899,JiYoung,Camarinopoulos,M,1996-10-26,54169,2001-10-25
15273,Kwangsub,Clemencon,M,1991-01-05,54158,2002-03-30
12603,Utpal,Roison,F,1994-12-25,54144,2002-06-09
14511,Otilia,Luks,F,1995-06-21,54138,2002-06-19
12409,Ebru,Petereit,F,1994-10-07,54134,2002-01-19
15706,Gad,Koshiba,M,1986-07-25,54130,2002-06-03
12522,Trygve,Zhang,M,1994-08-28,54128,2002-01-27
10855,Kwangho,Reinhart,M,1991-08-05,54124,2002-03-27
16941,Hironoby,Sadowsky,F,1989-08-24,54099,2001-09-22
17074,Pramod,Pleszkun,M,1996-08-12,54097,2001-08-11
15434,Tadahiro,Mahnke,M,1995-09-03,54093,2001-09-01
17542,Dzung,Asser,F,1989-08-04,54076,2001-09-19
10218,Zhenhua,Magalhaes,M,1997-01-15,54070,2002-01-30
12021,Chikara,Rahimi,M,1991-09-30,54064,2001-09-27
11413,Yannik,Murillo,M,1987-05-04,54058,2002-01-21
11074,Spyrose,Peak,M,1992-04-23,54055,2002-06-13
15874,Ewing,Fairtlough,M,1985-11-19,54025,2001-10-07
13971,Felicidad,Janetzko,M,1990-01-25,54024,2002-07-13
18049,Otmar,Veeraraghavan,M,1995-07-03,53995,2002-07-01
13326,Mario,Comte,M,1992-10-22,53993,2002-06-21
12769,Abdelwaheb,Gluchowski,F,1994-09-02,53990,2001-08-31
14332,Wilmer,Nitto,F,1992-09-17,53980,2001-09-15
11777,Mayumi,Cooley,M,1990-12-12,53979,2002-06-19
16299,Jaana,DuCasse,M,1994-02-12,53977,2001-12-11
17501,Srinidhi,Winter,F,1998-04-18,53977,2002-04-17
13870,Theirry,Kirkerud,F,1989-01-09,53963,2002-02-16
15299,Jeong,Peac,F,1991-12-16,53961,2001-08-25
15710,Aral,Doering,F,1992-02-26,53961,2002-02-23
14862,Jessie,Lung,M,1990-03-25,53956,2002-02-02
13391,Jaroslava,Orsini,M,1987-05-18,53929,2001-10-14
15340,Hairong,Babb,M,1993-01-28,53929,2002-01-26
17901,Yucel,Ohori,M,1991-07-28,53927,2002-07-07
10054,Mayumi,Schueller,M,1995-03-13,53906,2002-07-27
12090,Shigenori,Angelopoulos,F,1998-07-24,53891,2001-10-02
11676,Valeri,Ferriere,F,1985-03-16,53887,2002-07-14
14214,True,Swen,M,1998-12-19,53884,2001-12-18
14821,Oguz,Kilgore,M,1987-03-18,53881,2002-05-24
12635,Xinyu,Restivo,F,1985-11-27,53880,2002-02-01
10987,Flemming,Baezner,M,1995-12-19,53878,2002-05-20
13556,Volkmar,Michaeli,M,1992-04-30,53875,2001-11-04
12867,Chiranjit,Lorys,M,1990-11-04,53872,2002-06-01
11934,Diederik,Deville,M,1993-11-03,53871,2002-03-07
14930,Faiza,Yetim,M,1989-10-28,53850,2001-10-12
12339,Pranay,Czaja,M,1996-07-18,53845,2002-07-17
12784,Subhada,Murrill,M,1992-11-21,53804,2001-11-19
13362,Maha,Chaudhury,M,1994-02-10,53799,2002-04-19
11225,Maria,Schicker,M,1990-09-11,53797,2001-10-16
13465,Sasan,Rehfuss,M,1985-07-08,53791,2002-03-11
12467,Zhiwei,Bennis,M,1994-10-06,53789,2001-10-04
16187,Shin,Matteis,F,1987-05-19,53789,2002-02-12
11132,Kristin,Harnett,M,1994-08-30,53787,2001-08-28
10844,Dipayan,Koprowski,M,1987-03-03,53781,2002-04-24
11866,Bojan,Gihr,M,1988-09-11,53779,2001-11-10
12217,Aloke,Suessmith,M,1988-02-11,53773,2002-02-07
17413,Dhritiman,Brookman,M,1996-08-03,53772,2001-08-02
12174,Slavian,Plavsic,F,1995-08-21,53768,2002-01-07
18240,Joydip,Beerel,F,1988-09-27,53744,2001-11-11
17073,Gurbir,Dichev,F,1996-05-08,53741,2002-05-07
17319,Remmert,Chenoweth,F,1995-11-23,53741,2001-11-21
17179,Kellyn,Angel,F,1990-10-30,53734,2002-03-11
10473,Przemyslawa,Oskamp,M,1987-10-30,53721,2001-09-22
12378,Sadok,Setia,F,1990-12-18,53671,2001-09-21
16953,Youpyo,Gonthier,M,1989-11-11,53661,2001-09-19
17137,Girolamo,Emmerich,F,1993-08-05,53646,2001-08-03
12486,Joydip,Morrin,M,1991-01-30,53642,2001-10-15
15603,Woody,Hooghiemstra,M,1990-03-08,53641,2002-06-02
14019,Xinyu,Fargier,M,1991-09-10,53627,2001-09-07
14557,Pramod,Argence,M,1989-03-19,53617,2002-05-04
15362,Takahira,Kusakari,M,1988-12-30,53617,2001-12-27
10683,Guiseppe,Stranks,F,1993-09-07,53616,2002-06-22
16339,Luise,Gunderson,M,1990-08-01,53615,2002-07-04
15524,Qiwen,Veldwijk,M,1989-06-12,53613,2002-07-19
11654,Jianhui,Zwicker,M,1988-12-24,53608,2002-01-14
14779,Xianlong,Benaini,M,1989-12-28,53595,2002-04-30
10347,Pradeep,Kaminger,M,1985-12-12,53581,2002-02-19
12639,Zeljko,Schapire,F,1994-05-21,53581,2002-05-19
13888,Xuedong,Reghbati,F,1995-03-09,53556,2002-03-07
15849,Miyeon,Morrey,M,1996-01-22,53534,2002-01-20
11469,Guttorm,Giaccio,M,1988-05-23,53523,2001-09-06
13203,Phule,Emmart,M,1990-01-12,53506,2002-01-09
16388,Subhankar,Georgatos,M,1988-10-17,53483,2002-01-28
14622,Jixiang,Lung,F,1993-07-14,53470,2002-07-12
13705,Kwangho,Coombs,F,1991-03-12,53467,2002-03-09
13918,Marco,Thebaut,M,1993-12-05,53459,2001-12-03
16636,Ulf,Luan,F,1992-12-18,53440,2002-03-13
15869,Guoxiang,Bala,M,1988-08-21,53435,2002-01-19
10647,Tesuro,Bahk,M,1995-09-28,53424,2001-09-02
11418,Satosi,Cooley,F,1991-07-27,53418,2001-12-27
16555,Remmert,Matzen,M,1994-05-30,53406,2002-07-19
15973,Steen,Bratsberg,M,1988-12-26,53392,2001-09-07
13376,Sibyl,McConalogue,M,1994-09-22,53384,2001-09-20
16895,Dines,Murtagh,F,1990-05-26,53379,2001-11-06
11786,Sarita,Birch,M,1995-04-14,53378,2002-02-26
17195,Bodh,Homond,F,1987-07-20,53376,2001-12-30
15703,Chenye,Hanratty,M,1985-11-18,53375,2001-12-04
12158,Theirry,Masada,M,1996-02-11,53368,2002-02-16
15611,Alexius,Shrader,F,1993-10-06,53356,2002-03-30
13209,Geoff,Setia,F,1994-09-14,53355,2002-04-28
15910,Maren,Kornatzky,F,1996-11-29,53355,2001-11-28
18190,Guadalupe,Lichtman,M,1994-08-27,53354,2001-12-30
13182,Kokou,Rodite,M,1985-08-27,53353,2002-03-02
17116,Denis,Mullainathan,F,1998-12-23,53348,2001-12-22
16458,Lubomir,Ulupinar,F,1988-02-05,53326,2001-12-15
16947,Leni,Ranai,F,1992-12-18,53319,2001-12-16
10484,Nirmal,Varley,F,1995-10-31,53316,2001-12-19
10071,Hisao,Lipner,M,1987-10-01,53315,2001-08-03
15841,Aram,DasSarma,M,1994-05-19,53301,2002-05-17
15943,Yakkov,Demke,M,1986-10-18,53299,2002-02-04
11745,Janche,Bahi,F,1988-08-01,53298,2001-12-11
14485,Shai,Comte,F,1995-05-27,53289,2002-01-11
17964,Yongqiao,Pintelas,M,1994-07-14,53279,2002-07-12
13094,Sanjay,Servieres,F,1986-01-01,53275,2001-09-23
11873,Venkatesan,Reeken,F,1998-11-14,53274,2001-11-13
15427,Aluzio,Aamodt,M,1985-03-03,53272,2002-02-14
15884,Demin,Mahnke,M,1996-10-17,53271,2001-10-16
11166,Weiyi,Antonisse,M,1990-09-04,53244,2002-01-29
17369,Yaghout,Kenevan,M,1991-02-09,53242,2002-01-26
17085,Ramzi,Litvinov,M,1991-09-08,53231,2001-09-09
13872,Breannda,Gilg,M,1994-08-05,53213,2001-10-14
15477,Seshu,Clouatre,M,1991-11-30,53206,2001-11-27
10947,Gor,Usery,F,1995-11-16,53199,2001-11-14
12379,Kazuhisa,Serna,F,1995-06-09,53195,2002-06-01
16001,Gina,Langford,F,1993-02-05,53190,2002-01-25
11115,Sahrah,Demos,M,1998-11-03,53177,2002-01-12
13942,Elzbieta,Esteva,M,1985-06-13,53171,2001-10-12
15160,Alagu,Iisaka,F,1995-06-20,53168,2002-06-18
12162,Alois,Dulli,F,1990-05-26,53157,2002-04-21
11499,Peternela,Chartres,F,1989-03-08,53148,2002-03-05
11806,Shan,Leivant,M,1996-04-02,53145,2002-04-01
13884,Kensei,Swift,M,1985-02-18,53144,2001-12-20
16875,Nikolaos,Radhakrishnan,M,1987-05-16,53119,2001-10-25
15451,Shounak,Seghrouchni,M,1996-05-03,53113,2002-05-02
13843,Bernd,Stafford,M,1988-10-07,53108,2002-02-26
13727,Vitali,Merey,M,1985-09-21,53102,2001-10-06
14800,Mabry,Camurati,F,1990-09-13,53095,2001-09-12
17356,Dinkar,Lindenbaum,M,1992-11-15,53095,2001-10-30
12309,Hilari,Potthoff,F,1995-05-17,53089,2001-10-08
17707,Shalesh,Narahara,F,1986-05-24,53084,2001-10-13
17997,Mingdong,Vandervoorde,M,1992-07-18,53075,2001-10-02
15568,Subbu,Vingron,F,1987-08-25,53071,2002-06-19
11497,Bodh,Brodie,F,1992-04-30,53051,2001-12-08
16471,Bogdan,Birta,M,1988-12-02,53021,2001-08-02
15470,Weiwu,Huhdanpaa,M,1986-07-16,52995,2001-08-07
14451,Hirochika,Tagansky,M,1995-07-19,52988,2002-07-17
14328,Perry,Randi,M,1988-08-16,52987,2001-10-19
17387,Shir,Serra,F,1986-02-01,52975,2001-12-30
13310,Moon,Lally,F,1995-09-08,52972,2001-09-06
10565,Yishay,Harnett,M,1992-01-09,52961,2001-08-04
14623,Gina,Savasere,F,1990-06-15,52957,2002-04-17
12191,Rosella,Bazzichi,M,1994-03-20,52949,2001-11-21
11285,Randy,Koshino,M,1997-03-03,52943,2001-11-22
12357,Gennady,Spinelli,M,1987-10-26,52902,2001-12-18
16904,Jiann,Pietrzykowski,M,1997-10-28,52901,2002-02-13
15957,Steve,Pashtan,F,1988-03-09,52897,2002-06-30
13533,Lorien,Crouzet,F,1989-07-08,52892,2002-04-19
15155,Leon,Kitsuregawa,F,1994-03-06,52877,2001-10-20
15182,Munehiko,Antonisse,F,1992-01-25,52865,2001-08-12
12737,Alenka,Smeets,F,1992-02-16,52845,2002-03-24
16765,Reinhard,Begiun,F,1995-04-25,52840,2002-05-02
14145,Mandell,Baranowski,M,1997-07-01,52838,2002-01-12
11007,Olivera,Maccarone,M,1991-04-11,52818,2001-10-14
13657,Arie,Ramsey,F,1989-06-06,52802,2001-10-03
14371,Yongdong,Rousseau,F,1990-09-18,52792,2001-08-06
13927,Fayez,Jayawardene,F,1991-11-04,52780,2002-03-28
14572,Jasminko,Remmele,M,1989-11-12,52769,2001-10-25
12125,Shounak,Erman,F,1987-05-01,52759,2002-03-30
14574,Yolla,Kaiserswerth,F,1995-02-07,52759,2001-11-02
16676,Oguz,Selenyi,M,1989-08-05,52756,2001-10-26
16879,Pranjal,Schnabel,M,1997-02-16,52756,2002-02-15
11524,Xiadong,Standera,M,1988-09-20,52755,2002-07-04
13989,Hitomi,Hebert,M,1989-10-03,52730,2001-12-19
10109,Mariusz,Prampolini,F,1993-06-16,52721,2002-06-14
17654,Syozo,Hanratty,M,1987-05-27,52703,2001-11-11
13279,Aram,Hegner,M,1995-02-18,52702,2002-02-16
15406,Sariel,Sooriamurthi,M,1992-07-26,52698,2001-08-03
15389,Berry,Farrel,M,1994-06-30,52690,2002-06-30
14696,Shuky,Binkley,M,1997-02-28,52666,2002-04-30
17730,Hugo,Puoti,F,1995-08-22,52665,2002-02-25
13647,Munehiro,Sudbeck,M,1987-07-28,52663,2002-04-19
17099,Pohua,Jayawardene,F,1990-03-26,52610,2002-04-13
11898,Jinya,Piveteau,M,1988-04-24,52602,2001-11-30
15514,Lene,Babu,M,1988-07-23,52570,2002-06-27
12168,Arnd,Salverda,M,1991-07-25,52563,2002-06-20
10651,Zijian,Maginnis,M,1985-08-07,52552,2002-01-06
10714,Aran,Sadowsky,M,1997-03-11,52536,2001-11-23
15368,Seongbin,Lortz,F,1999-04-01,52530,2002-05-17
17543,Kazuhiro,Waterhouse,M,1987-06-16,52520,2001-12-30
13136,Gao,Avouris,M,1997-05-30,52512,2001-10-18
