emp_no,first_name,last_name,gender,title,from_date,to_date,years_in_title,title_sequence
34177,Emran,Worfolk,M,Staff,1997-09-22,9999-01-01,4.86,1
34178,Mohammad,Uehara,M,Staff,1991-03-11,2000-03-10,9.0,1
34178,Mohammad,Uehara,M,"Senior Staff",2000-03-10,2002-05-19,2.19,2
34179,Kristian,Bednarek,M,"Senior Staff",1989-04-23,9999-01-01,13.27,1
34180,Ger,McClure,F,"Senior Engineer",1991-08-28,9999-01-01,10.93,1
34181,Mads,Setiz,M,Engineer,1991-06-12,1996-06-11,5.0,1
34181,Mads,Setiz,M,"Senior Engineer",1996-06-11,9999-01-01,6.14,2
34182,Yefim,Koblitz,M,Engineer,1987-08-06,1996-08-05,9.0,1
34182,Yefim,Koblitz,M,"Senior Engineer",1996-08-05,9999-01-01,5.99,2
34183,Gurbir,Birta,M,Engineer,1992-12-21,2000-12-21,8.0,1
34183,Gurbir,Birta,M,"Senior Engineer",2000-12-21,9999-01-01,1.61,2
34184,Shiv,Klassen,F,"Senior Engineer",2000-01-17,9999-01-01,2.54,1
34185,Lakshmi,Kropp,M,Staff,1998-12-01,9999-01-01,3.67,1
34186,Shigehito,Penttonen,F,Staff,1992-03-08,1997-03-08,5.0,1
34186,Shigehito,Penttonen,F,"Senior Staff",1997-03-08,9999-01-01,5.4,2
34187,JoAnna,Tsukuda,F,Engineer,1992-01-08,1994-06-27,2.47,1
34188,Shuichi,Kalorkoti,M,Staff,1988-12-05,1997-12-05,9.0,1
34188,Shuichi,Kalorkoti,M,"Senior Staff",1997-12-05,9999-01-01,4.65,2
34189,Serif,Cannard,M,Engineer,1989-11-13,1997-11-13,8.0,1
34189,Serif,Cannard,M,"Senior Engineer",1997-11-13,9999-01-01,4.71,2
34190,Bedir,Marrakchi,F,"Technique Leader",1989-05-13,9999-01-01,13.22,1
34191,Kazunori,Ranta,F,Staff,1991-08-13,2000-08-12,9.0,1
34191,Kazunori,Ranta,F,"Senior Staff",2000-08-12,9999-01-01,1.97,2
34192,Jackson,Bazelow,F,Engineer,1994-10-15,2000-10-14,6.0,1
34192,Jackson,Bazelow,F,"Senior Engineer",2000-10-14,9999-01-01,1.8,2
34193,Lobel,Fargier,M,Engineer,1999-03-12,9999-01-01,3.39,1
34194,Kristof,Bondorf,M,Engineer,1992-02-12,2001-02-11,9.0,1
34194,Kristof,Bondorf,M,"Senior Engineer",2001-02-11,9999-01-01,1.47,2
34195,Edwin,Schapiro,M,Staff,1993-10-31,1996-05-28,2.57,1
34196,Zeljko,Szemeredi,M,"Senior Engineer",1987-01-24,9999-01-01,15.52,1
34197,Arif,Anily,F,Staff,1985-09-22,1991-09-22,6.0,1
34197,Arif,Anily,F,"Senior Staff",1991-09-22,9999-01-01,10.86,2
34198,Kazuhiko,Cummings,M,Engineer,1992-11-23,1999-11-24,7.0,1
34198,Kazuhiko,Cummings,M,"Senior Engineer",1999-11-24,9999-01-01,2.69,2
34199,Patricio,Shackel,M,Engineer,1999-03-06,9999-01-01,3.41,1
34200,Jinxi,Marletta,M,"Assistant Engineer",1990-07-25,1997-07-25,7.0,1
34200,Jinxi,Marletta,M,Engineer,1997-07-25,9999-01-01,5.02,2
34201,Tonny,Norsworthy,F,Staff,1992-02-18,2001-02-17,9.0,1
34201,Tonny,Norsworthy,F,"Senior Staff",2001-02-17,9999-01-01,1.45,2
34202,Rafail,Stroustrup,F,"Senior Engineer",1986-01-10,1989-07-18,3.52,1
34203,Pragnesh,Tramer,F,"Senior Staff",1985-09-07,9999-01-01,16.9,1
34204,Feixiong,Siepmann,M,Staff,1993-03-06,1999-03-06,6.0,1
34204,Feixiong,Siepmann,M,"Senior Staff",1999-03-06,9999-01-01,3.41,2
34205,Boriana,Clemencon,F,"Senior Staff",1994-09-12,9999-01-01,7.89,1
34206,Kiam,Cangellaris,F,Engineer,1994-03-12,9999-01-01,8.39,1
34207,Pohua,Bernardeschi,M,Engineer,1988-11-21,1994-11-21,6.0,1
34207,Pohua,Bernardeschi,M,"Senior Engineer",1994-11-21,9999-01-01,7.69,2
34208,Rosine,Tsunoo,M,Engineer,1986-12-08,1991-12-08,5.0,1
34208,Rosine,Tsunoo,M,"Senior Engineer",1991-12-08,9999-01-01,10.65,2
34209,Nevio,Cardazo,M,Engineer,1992-10-13,1998-10-13,6.0,1
34209,Nevio,Cardazo,M,"Senior Engineer",1998-10-13,9999-01-01,3.8,2
34210,Xiaopeng,Zolotykh,M,"Technique Leader",1996-08-26,1996-11-14,0.22,1
34211,Shigehiro,Geffroy,M,Engineer,1993-01-06,2002-01-06,9.0,1
34211,Shigehiro,Geffroy,M,"Senior Engineer",2002-01-06,9999-01-01,0.57,2
34212,Adly,Salverda,M,Engineer,1985-05-18,1986-08-08,1.22,1
34213,Stella,Thebaut,F,Engineer,1999-05-01,1999-11-01,0.5,1
34214,Munehiro,Curless,M,Engineer,1990-05-19,1999-05-19,9.0,1
34214,Munehiro,Curless,M,"Senior Engineer",1999-05-19,9999-01-01,3.2,2
34215,Otilia,Pietrzykowski,M,"Senior Staff",1993-02-14,9999-01-01,9.46,1
34216,Zorica,Kakkar,M,Engineer,1986-08-15,1992-08-14,6.0,1
34216,Zorica,Kakkar,M,"Senior Engineer",1992-08-14,9999-01-01,9.96,2
34217,Brewster,Ballarin,M,Staff,1985-03-02,1992-03-02,7.0,1
34217,Brewster,Ballarin,M,"Senior Staff",1992-03-02,9999-01-01,10.41,2
34218,Mads,Kavraki,M,"Senior Engineer",1993-03-05,9999-01-01,9.41,1
34219,Gao,Heiserman,F,Staff,1990-05-10,1998-05-10,8.0,1
34219,Gao,Heiserman,F,"Senior Staff",1998-05-10,9999-01-01,4.23,2
34220,Duri,Barriga,F,Engineer,1994-02-25,9999-01-01,8.43,1
34221,Emdad,Nitto,M,"Technique Leader",1986-08-26,1991-10-08,5.12,1
34222,Perry,Hainaut,M,Staff,1999-03-28,9999-01-01,3.35,1
34223,Elrique,Skogmar,M,Staff,1997-03-30,2002-03-30,5.0,1
34223,Elrique,Skogmar,M,"Senior Staff",2002-03-30,9999-01-01,0.34,2
34224,Ronghao,Munawer,F,Staff,1991-08-10,1995-12-09,4.33,1
34225,Marie,Servi,F,Staff,1998-01-11,9999-01-01,4.55,1
34226,Gilbert,Siksek,M,Staff,1988-04-03,1994-04-03,6.0,1
34226,Gilbert,Siksek,M,"Senior Staff",1994-04-03,9999-01-01,8.33,2
34227,Gritta,Pfau,F,Engineer,1992-08-18,2001-08-18,9.0,1
34227,Gritta,Pfau,F,"Senior Engineer",2001-08-18,9999-01-01,0.95,2
34228,Ung,Rosenbaum,M,Staff,1988-04-23,1997-04-23,9.0,1
34228,Ung,Rosenbaum,M,"Senior Staff",1997-04-23,9999-01-01,5.27,2
34229,Elvia,Mikschl,F,Engineer,1991-10-30,1999-10-30,8.0,1
34229,Elvia,Mikschl,F,"Senior Engineer",1999-10-30,9999-01-01,2.75,2
34230,Otmar,Ghazalie,M,Staff,1993-06-02,1998-06-02,5.0,1
34230,Otmar,Ghazalie,M,"Senior Staff",1998-06-02,2001-02-22,2.73,2
34231,Sachar,Emiris,M,"Assistant Engineer",1985-11-18,1993-11-18,8.0,1
34231,Sachar,Emiris,M,Engineer,1993-11-18,2001-11-18,8.0,2
34231,Sachar,Emiris,M,"Senior Engineer",2001-11-18,9999-01-01,0.7,3
34232,Nadjib,Billawala,F,"Senior Engineer",1994-05-20,9999-01-01,8.2,1
34233,Shahar,Lovengreen,M,Engineer,1997-11-10,9999-01-01,4.72,1
34234,Maia,Menhoudj,F,Engineer,1997-01-31,2002-01-31,5.0,1
34234,Maia,Menhoudj,F,"Senior Engineer",2002-01-31,9999-01-01,0.5,2
34235,Pintsang,Ratzlaff,M,Staff,1998-02-05,9999-01-01,4.48,1
34236,Kazuhiro,Lamparter,F,"Senior Engineer",1992-07-10,9999-01-01,10.06,1
34237,Fumiyo,Hinsberger,M,Engineer,1988-08-31,1995-09-01,7.0,1
34237,Fumiyo,Hinsberger,M,"Senior Engineer",1995-09-01,9999-01-01,6.92,2
34238,Parto,Asser,F,Staff,1989-12-25,1994-12-25,5.0,1
34238,Parto,Asser,F,"Senior Staff",1994-12-25,9999-01-01,7.6,2
34239,Uma,Brizzi,F,Engineer,1998-05-18,2001-05-09,2.98,1
34240,Qunsheng,Katzenelson,M,Staff,1988-05-16,1993-05-16,5.0,1
34240,Qunsheng,Katzenelson,M,"Senior Staff",1993-05-16,9999-01-01,9.21,2
34241,Remco,Ariola,F,"Senior Staff",1996-09-27,9999-01-01,5.84,1
34242,Torsten,Christianini,F,Staff,1996-01-04,9999-01-01,6.57,1
34243,Ferdinand,Panangaden,M,Engineer,1986-06-20,1991-06-20,5.0,1
34243,Ferdinand,Panangaden,M,"Senior Engineer",1991-06-20,9999-01-01,11.12,2
34244,Stamatina,Raney,M,Engineer,1997-08-08,9999-01-01,4.98,1
34245,Yonghoan,Gammage,M,Engineer,1996-06-22,9999-01-01,6.11,1
34246,Berhard,Ferriere,M,Staff,1999-08-24,2001-03-08,1.54,1
34247,Zeydy,Khalil,M,"Senior Staff",1993-12-12,9999-01-01,8.64,1
34248,Perry,Verhoeff,F,Staff,1995-05-27,2000-05-26,5.0,1
34248,Perry,Verhoeff,F,"Senior Staff",2000-05-26,9999-01-01,2.18,2
34249,Jinxi,Shinomoto,F,Staff,1996-07-29,9999-01-01,6.01,1
34250,Kristian,Limongiello,M,"Senior Staff",1991-12-15,9999-01-01,10.63,1
34251,Katsuo,Thorensen,M,Engineer,1999-08-06,9999-01-01,2.99,1
34252,Jasminko,Veldwijk,M,Staff,1993-01-22,2001-01-22,8.0,1
34252,Jasminko,Veldwijk,M,"Senior Staff",2001-01-22,9999-01-01,1.52,2
34253,Temple,Holburn,M,Engineer,1996-08-27,9999-01-01,5.93,1
34254,Moon,Marletta,F,"Senior Engineer",1993-12-03,9999-01-01,8.66,1
34255,Kazuhito,Trachtenberg,F,Engineer,1990-09-13,1995-05-11,4.66,1
34256,Nishit,Francisci,M,Staff,1991-10-07,1997-10-06,6.0,1
34256,Nishit,Francisci,M,"Senior Staff",1997-10-06,9999-01-01,4.82,2
34257,Xiaoqiang,Roisin,F,Engineer,1994-10-11,2000-10-10,6.0,1
34257,Xiaoqiang,Roisin,F,"Senior Engineer",2000-10-10,9999-01-01,1.81,2
34258,Anestis,Talmor,F,Staff,1987-09-20,1992-09-19,5.0,1
34258,Anestis,Talmor,F,"Senior Staff",1992-09-19,9999-01-01,9.86,2
34259,Toshiki,Lamparter,M,Staff,1990-11-24,1999-11-24,9.0,1
34259,Toshiki,Lamparter,M,"Senior Staff",1999-11-24,9999-01-01,2.69,2
34260,Maia,Rosar,M,Engineer,1990-07-05,1998-07-05,8.0,1
34260,Maia,Rosar,M,"Senior Engineer",1998-07-05,9999-01-01,4.07,2
34261,Kyoichi,Callaway,M,Staff,1990-12-30,1996-12-29,6.0,1
34261,Kyoichi,Callaway,M,"Senior Staff",1996-12-29,9999-01-01,5.59,2
34262,Noritoshi,Showalter,M,Staff,1991-12-25,1993-06-12,1.46,1
34263,Monique,Clemencon,F,Engineer,1986-08-13,1991-08-13,5.0,1
34263,Monique,Clemencon,F,"Senior Engineer",1991-08-13,9999-01-01,10.97,2
34264,Ingmar,Marrakchi,F,"Technique Leader",1993-04-01,1999-09-22,6.48,1
34265,Mihalis,Tsunoo,M,Staff,1995-05-21,2001-05-20,6.0,1
34265,Mihalis,Tsunoo,M,"Senior Staff",2001-05-20,9999-01-01,1.2,2
34266,Anoosh,Stamatiou,M,Engineer,1991-11-11,1998-11-11,7.0,1
34266,Anoosh,Stamatiou,M,"Senior Engineer",1998-11-11,9999-01-01,3.72,2
34267,Berto,Boissier,M,Staff,1988-04-05,1995-04-06,7.0,1
34267,Berto,Boissier,M,"Senior Staff",1995-04-06,1999-01-02,3.74,2
34268,Soenke,Kitai,M,Engineer,2000-01-28,9999-01-01,2.51,1
34269,Xiaobin,Barreiro,F,Engineer,1997-07-10,9999-01-01,5.06,1
34270,Jackson,Erde,M,Engineer,1997-12-16,9999-01-01,4.62,1
34271,Insup,Alpin,M,Staff,1999-02-05,9999-01-01,3.49,1
34272,Krisda,Fraisse,M,Engineer,1993-03-04,1998-03-04,5.0,1
34272,Krisda,Fraisse,M,"Senior Engineer",1998-03-04,2000-03-06,2.01,2
34273,Sachar,Taubenfeld,F,Staff,1988-04-13,1995-04-14,7.0,1
34273,Sachar,Taubenfeld,F,"Senior Staff",1995-04-14,9999-01-01,7.3,2
34274,Mabo,Roohalamini,F,Staff,1985-09-21,1993-09-21,8.0,1
34274,Mabo,Roohalamini,F,"Senior Staff",1993-09-21,9999-01-01,8.86,2
34275,Rosella,Lorho,M,Staff,1994-03-03,9999-01-01,8.41,1
34276,Miomir,Steinauer,F,Engineer,1985-10-15,1990-10-15,5.0,1
34276,Miomir,Steinauer,F,"Senior Engineer",1990-10-15,2000-11-28,10.12,2
34277,Vatsa,Weedman,F,"Technique Leader",1993-06-12,9999-01-01,9.14,1
34278,Padma,Cunliffe,M,"Senior Staff",1988-01-06,9999-01-01,14.57,1
34279,Alagu,Nitsch,M,Engineer,1993-09-22,1998-09-22,5.0,1
34279,Alagu,Nitsch,M,"Senior Engineer",1998-09-22,9999-01-01,3.86,2
34280,Danel,Kusakabe,F,Staff,1991-04-18,2000-04-17,9.0,1
34280,Danel,Kusakabe,F,"Senior Staff",2000-04-17,9999-01-01,2.29,2
34281,Munenori,Schaft,F,Staff,1997-12-09,9999-01-01,4.64,1
34282,Richard,Henders,M,"Senior Staff",1988-11-10,9999-01-01,13.72,1
34283,Halsur,Babb,F,Engineer,1995-05-03,2001-05-02,6.0,1
34283,Halsur,Babb,F,"Senior Engineer",2001-05-02,2001-08-30,0.33,2
34284,Krisda,Leppanen,F,Staff,1994-08-19,9999-01-01,7.95,1
34285,Juichirou,Rande,M,"Senior Engineer",1998-06-22,9999-01-01,4.11,1
34286,Jianwen,Tanemo,M,"Senior Engineer",1985-05-18,9999-01-01,17.2,1
34287,Remko,Laurillard,M,Engineer,1986-04-20,1993-04-20,7.0,1
34287,Remko,Laurillard,M,"Senior Engineer",1993-04-20,9999-01-01,9.28,2
34288,Magdalena,Ramaiah,F,Engineer,1995-02-20,2001-02-19,6.0,1
34288,Magdalena,Ramaiah,F,"Senior Engineer",2001-02-19,9999-01-01,1.45,2
34289,Yoshinari,Boguraev,M,"Senior Staff",1991-11-04,9999-01-01,10.74,1
34290,Naftaly,Vieth,F,Staff,1992-11-23,1997-11-23,5.0,1
34290,Naftaly,Vieth,F,"Senior Staff",1997-11-23,9999-01-01,4.69,2
34291,Sorina,Wissmann,M,Staff,1992-12-17,2000-12-17,8.0,1
34291,Sorina,Wissmann,M,"Senior Staff",2000-12-17,9999-01-01,1.62,2
34292,Augustine,Gomatam,M,Staff,1997-10-03,1997-12-19,0.21,1
34293,Hirochika,Biron,M,Staff,1985-08-10,1992-08-10,7.0,1
34293,Hirochika,Biron,M,"Senior Staff",1992-08-10,9999-01-01,9.97,2
34294,Parviz,Dymetman,M,Engineer,1995-03-15,2000-03-14,5.0,1
34294,Parviz,Dymetman,M,"Senior Engineer",2000-03-14,9999-01-01,2.38,2
34295,Subhada,Awdeh,F,Staff,1991-04-19,1999-04-19,8.0,1
34295,Subhada,Awdeh,F,"Senior Staff",1999-04-19,9999-01-01,3.29,2
34296,Rajmohan,Fadgyas,F,Engineer,1999-02-18,9999-01-01,3.45,1
34297,Mingsen,Karcich,M,"Assistant Engineer",1997-07-22,1997-12-20,0.41,1
34298,Brewster,Soicher,F,Staff,1987-07-22,1993-07-21,6.0,1
34298,Brewster,Soicher,F,"Senior Staff",1993-07-21,9999-01-01,9.03,2
34299,Nevio,Beidas,F,Engineer,1998-07-09,2001-12-13,3.43,1
34300,Toshimi,Massonet,M,"Senior Staff",1991-01-08,9999-01-01,11.56,1
34301,Bedir,Jeong,M,Engineer,1985-02-20,1993-02-20,8.0,1
34301,Bedir,Jeong,M,"Senior Engineer",1993-02-20,9999-01-01,9.44,2
34302,Sumali,Koshiba,F,"Assistant Engineer",1994-12-01,9999-01-01,7.67,1
34303,Lijia,Bresenham,M,"Senior Engineer",1988-05-20,9999-01-01,14.2,1
34304,Arvind,Gulik,F,Staff,1995-07-22,2001-07-21,6.0,1
34304,Arvind,Gulik,F,"Senior Staff",2001-07-21,9999-01-01,1.03,2
34305,Alexius,Rabejac,M,Engineer,1986-01-30,1990-01-17,3.96,1
34306,Basem,Zeleznik,F,Staff,1991-05-28,1999-05-28,8.0,1
34306,Basem,Zeleznik,F,"Senior Staff",1999-05-28,9999-01-01,3.18,2
34307,Masasuke,Maraist,M,"Technique Leader",1988-08-28,9999-01-01,13.92,1
34308,Panayotis,Picco,F,Engineer,1990-11-02,1998-11-02,8.0,1
34308,Panayotis,Picco,F,"Senior Engineer",1998-11-02,9999-01-01,3.75,2
34309,Chiranjit,Wegerle,M,Engineer,1986-06-21,1992-06-20,6.0,1
34309,Chiranjit,Wegerle,M,"Senior Engineer",1992-06-20,1999-07-05,7.04,2
34310,Kenton,Marquardt,M,Engineer,1999-06-10,9999-01-01,3.14,1
34311,Zhanqiu,Chandrasekhar,F,Engineer,1992-07-07,1997-07-07,5.0,1
34311,Zhanqiu,Chandrasekhar,F,"Senior Engineer",1997-07-07,9999-01-01,5.07,2
34312,Edwin,Quittner,F,Engineer,1985-03-10,1994-03-10,9.0,1
34312,Edwin,Quittner,F,"Senior Engineer",1994-03-10,9999-01-01,8.39,2
34313,Masami,Massonet,F,"Assistant Engineer",1997-12-11,9999-01-01,4.64,1
34314,Katsuyuki,Kobuchi,F,Engineer,1988-08-10,1995-08-11,7.0,1
34314,Katsuyuki,Kobuchi,F,"Senior Engineer",1995-08-11,9999-01-01,6.97,2
34315,Chirstian,Picco,M,Staff,1996-07-21,2001-01-20,4.5,1
34316,Lein,Begiun,F,"Senior Engineer",2000-01-12,9999-01-01,2.55,1
34317,Leen,Yurov,F,Engineer,1996-01-06,9999-01-01,6.57,1
34318,Marko,Rande,F,Staff,1999-06-08,2000-06-08,1.0,1
34319,Hyuckchul,Rabejac,F,Engineer,1986-11-16,1994-11-16,8.0,1
34319,Hyuckchul,Rabejac,F,"Senior Engineer",1994-11-16,9999-01-01,7.71,2
34320,Bangqing,Puppe,M,Staff,1989-04-02,1994-04-02,5.0,1
34320,Bangqing,Puppe,M,"Senior Staff",1994-04-02,9999-01-01,8.33,2
34321,Jacopo,Juneja,M,Engineer,1987-03-08,1995-03-08,8.0,1
34321,Jacopo,Juneja,M,"Senior Engineer",1995-03-08,9999-01-01,7.4,2
34322,Alejandro,Senzako,M,Engineer,1991-08-21,1992-11-20,1.25,1
34323,Chikara,Pokrovskii,F,Engineer,1995-11-25,2000-11-24,5.0,1
34323,Chikara,Pokrovskii,F,"Senior Engineer",2000-11-24,9999-01-01,1.68,2
34324,Bikash,Tanemo,M,"Technique Leader",1992-02-27,1996-01-10,3.87,1
34325,Sigeru,Barvinok,F,Engineer,1998-03-31,9999-01-01,4.34,1
34326,Pranav,Mitchem,F,Engineer,1994-06-14,1996-04-02,1.8,1
34327,Toshiko,Baaz,M,Staff,1991-08-04,1999-08-04,8.0,1
34327,Toshiko,Baaz,M,"Senior Staff",1999-08-04,9999-01-01,2.99,2
34328,Dzung,Gonthier,M,Staff,1992-12-02,1998-12-02,6.0,1
34328,Dzung,Gonthier,M,"Senior Staff",1998-12-02,9999-01-01,3.66,2
34329,Goo,Bernatsky,F,Engineer,1987-02-24,1995-02-24,8.0,1
34329,Goo,Bernatsky,F,"Senior Engineer",1995-02-24,9999-01-01,7.43,2
34330,Barun,Mansanne,M,Staff,1988-10-07,1993-10-07,5.0,1
34330,Barun,Mansanne,M,"Senior Staff",1993-10-07,1994-05-20,0.62,2
34331,Mabhin,Litecky,F,"Technique Leader",1987-04-29,9999-01-01,15.26,1
34332,Amstein,DuCasse,M,Staff,1996-06-29,9999-01-01,6.09,1
34333,Jaihie,Luef,M,Staff,1990-09-12,1998-09-12,8.0,1
34333,Jaihie,Luef,M,"Senior Staff",1998-09-12,9999-01-01,3.89,2
34334,Stafford,Veevers,M,"Senior Engineer",1986-08-29,9999-01-01,15.92,1
34335,Utz,Mandell,M,Engineer,1990-01-03,1999-01-03,9.0,1
34335,Utz,Mandell,M,"Senior Engineer",1999-01-03,9999-01-01,3.58,2
34336,Honesty,Schurmann,M,Engineer,1994-07-07,2001-07-07,7.0,1
34336,Honesty,Schurmann,M,"Senior Engineer",2001-07-07,9999-01-01,1.07,2
34337,Zhanqiu,Pokrovskii,F,Engineer,1990-11-05,1993-06-05,2.58,1
34338,Hairong,Emden,F,Engineer,1988-11-16,1996-11-16,8.0,1
34338,Hairong,Emden,F,"Senior Engineer",1996-11-16,9999-01-01,5.71,2
34339,Rutger,Ladret,M,Staff,1995-11-15,9999-01-01,6.71,1
34340,True,Kalafatis,F,"Senior Engineer",1994-08-29,9999-01-01,7.92,1
34341,Shuji,Brookman,M,Staff,1997-06-15,9999-01-01,5.13,1
34342,Kazuhito,Kaelbling,F,Engineer,1999-07-06,9999-01-01,3.07,1
34343,Bodh,Rodiger,M,Engineer,1993-01-02,2001-01-02,8.0,1
34343,Bodh,Rodiger,M,"Senior Engineer",2001-01-02,9999-01-01,1.58,2
34344,Gadiel,Basart,M,Staff,1993-03-28,1998-03-28,5.0,1
34344,Gadiel,Basart,M,"Senior Staff",1998-03-28,1999-01-27,0.84,2
34345,Navin,Trelles,F,Engineer,1992-02-27,1997-02-26,5.0,1
34345,Navin,Trelles,F,"Senior Engineer",1997-02-26,9999-01-01,5.43,2
34346,Shounak,Hiraishi,M,Staff,1989-10-15,1995-10-15,6.0,1
34346,Shounak,Hiraishi,M,"Senior Staff",1995-10-15,9999-01-01,6.8,2
34347,Yechezkel,Claffy,M,Staff,1991-12-15,1995-10-18,3.84,1
34348,Along,Klassen,M,"Assistant Engineer",1988-08-02,1994-01-16,5.46,1
34349,Shawna,dAstous,F,Staff,1999-06-12,9999-01-01,3.14,1
34350,Bojan,Holburn,M,Engineer,1994-07-09,2002-07-09,8.0,1
34350,Bojan,Holburn,M,"Senior Engineer",2002-07-09,9999-01-01,0.06,2
34351,Chenye,Jervis,F,Engineer,1985-07-26,1990-07-26,5.0,1
34351,Chenye,Jervis,F,"Senior Engineer",1990-07-26,9999-01-01,12.02,2
34352,Arno,Koshiba,M,Staff,1991-12-22,1999-12-22,8.0,1
34352,Arno,Koshiba,M,"Senior Staff",1999-12-22,9999-01-01,2.61,2
34353,Mingdong,Snyers,F,Staff,1993-03-13,1998-03-13,5.0,1
34353,Mingdong,Snyers,F,"Senior Staff",1998-03-13,9999-01-01,4.39,2
34354,Kristen,Acton,F,Staff,1985-03-08,1990-03-08,5.0,1
34354,Kristen,Acton,F,"Senior Staff",1990-03-08,9999-01-01,12.4,2
34355,Kellyn,Makinen,M,Engineer,1991-10-25,1995-02-03,3.28,1
34356,Leif,Farrag,M,Engineer,1988-04-02,1995-04-03,7.0,1
34356,Leif,Farrag,M,"Senior Engineer",1995-04-03,9999-01-01,7.33,2
34357,Narain,Pettit,M,"Senior Engineer",1993-07-30,9999-01-01,9.0,1
34358,Jaihie,Dulin,M,Engineer,1998-01-09,9999-01-01,4.56,1
34359,Tsuneo,Baer,M,"Senior Staff",1998-08-14,9999-01-01,3.96,1
34360,Barry,Gargeya,M,"Senior Staff",1990-07-14,9999-01-01,12.05,1
34361,Torsten,Kalorkoti,F,"Senior Staff",1996-09-13,9999-01-01,5.88,1
34362,Ottavia,Verhaegen,M,Engineer,1993-11-18,9999-01-01,8.7,1
34363,Shem,Codenie,F,Engineer,1997-05-29,2002-05-29,5.0,1
34363,Shem,Codenie,F,"Senior Engineer",2002-05-29,9999-01-01,0.18,2
34364,Seshu,Kugler,M,Engineer,1986-06-12,1994-06-12,8.0,1
34364,Seshu,Kugler,M,"Senior Engineer",1994-06-12,1998-06-13,4.0,2
34365,Arie,Schiettecatte,M,Engineer,1991-07-13,2000-07-12,9.0,1
34365,Arie,Schiettecatte,M,"Senior Engineer",2000-07-12,9999-01-01,2.05,2
34366,Yinlin,Dengi,F,Engineer,1988-08-04,1993-08-04,5.0,1
34366,Yinlin,Dengi,F,"Senior Engineer",1993-08-04,9999-01-01,8.99,2
34367,Michaela,Pearson,M,"Assistant Engineer",1997-11-14,9999-01-01,4.71,1
34368,Wonhee,Ranon,M,"Senior Staff",1993-05-29,9999-01-01,9.17,1
34369,Valeri,Azevdeo,F,"Senior Staff",1991-02-06,9999-01-01,11.48,1
34370,Sampalli,Thorensen,M,Staff,1993-12-22,1998-03-25,4.25,1
34371,Vesna,Furudate,F,Engineer,1994-04-27,2001-04-27,7.0,1
34371,Vesna,Furudate,F,"Senior Engineer",2001-04-27,9999-01-01,1.26,2
34372,Sushant,Fiutem,M,"Senior Staff",1991-06-20,9999-01-01,11.12,1
34373,Sigeru,Kitai,M,"Technique Leader",1997-09-27,9999-01-01,4.84,1
34374,Yurii,Furedi,F,Staff,1999-06-12,9999-01-01,3.14,1
34375,Jacopo,Matzov,M,Engineer,1990-02-19,1995-02-19,5.0,1
34375,Jacopo,Matzov,M,"Senior Engineer",1995-02-19,9999-01-01,7.45,2
34376,Bouchung,Oaver,M,Engineer,1999-11-13,2002-01-03,2.14,1
34377,Hidde,Menhoudj,F,"Senior Engineer",1999-09-28,9999-01-01,2.84,1
34378,Oldrich,Liesche,M,"Senior Staff",1993-02-05,9999-01-01,9.48,1
34379,Seongbin,Hofstetter,M,Staff,1990-01-21,1998-01-21,8.0,1
34379,Seongbin,Hofstetter,M,"Senior Staff",1998-01-21,9999-01-01,4.53,2
34380,Aloys,Showalter,M,Staff,1997-07-08,9999-01-01,5.07,1
34381,Boaz,Zwicker,M,"Senior Engineer",1994-11-24,9999-01-01,7.69,1
34382,Kayoko,Ravishankar,F,Staff,1994-02-06,2001-02-06,7.0,1
34382,Kayoko,Ravishankar,F,"Senior Staff",2001-02-06,9999-01-01,1.48,2
34383,Mabo,Karunanithi,F,"Technique Leader",1986-05-19,9999-01-01,16.2,1
34384,Guttorm,Baig,F,Engineer,1992-12-18,1997-01-29,4.11,1
34385,Maja,Walston,M,Engineer,1999-06-02,9999-01-01,3.16,1
34386,Freyja,Berztiss,F,Staff,1989-11-08,1997-11-08,8.0,1
34386,Freyja,Berztiss,F,"Senior Staff",1997-11-08,9999-01-01,4.73,2
34387,Aiichiro,Picht,F,Staff,1988-11-04,1995-11-05,7.0,1
34387,Aiichiro,Picht,F,"Senior Staff",1995-11-05,9999-01-01,6.74,2
34388,Kristina,Pena,M,"Senior Engineer",1986-03-07,1993-03-20,7.04,1
34389,Koichi,Range,F,"Senior Staff",1998-12-26,9999-01-01,3.6,1
34390,Jaewoo,Oaver,F,Engineer,1992-01-11,1999-01-11,7.0,1
34390,Jaewoo,Oaver,F,"Senior Engineer",1999-01-11,9999-01-01,3.55,2
34391,Abdelwaheb,Marrakchi,F,Staff,1989-06-22,1990-03-07,0.71,1
34392,Maha,Kermarrec,F,Engineer,1992-10-30,1993-11-10,1.03,1
34393,Tooru,Domenig,M,"Technique Leader",1997-02-15,9999-01-01,5.46,1
34394,Kristinn,Lally,F,"Senior Staff",1990-03-06,9999-01-01,12.41,1
34395,Mads,Sessa,F,Staff,1997-10-10,2000-06-14,2.68,1
34396,Gregory,Engelmann,M,Staff,1996-03-27,9999-01-01,6.35,1
34397,Yakkov,Fortenbacher,M,Engineer,1994-09-01,2001-09-01,7.0,1
34397,Yakkov,Fortenbacher,M,"Senior Engineer",2001-09-01,9999-01-01,0.91,2
34398,Giao,Kusakari,M,"Senior Staff",1995-01-21,1998-08-27,3.6,1
34399,Becky,Adachi,M,Staff,1998-05-31,9999-01-01,4.17,1
